9f4d4728-c3dd-44ef-80bb-5680702335c7,gcl,2099-09-30 00:00:01+0000,zuora,fullgcl,A-S00445496,1470418007000
9f4d4728-c3dd-44ef-80bb-5680702335c7,gcl,2016-10-31 00:00:01+0000,zuora,wch,A-S00445496,1470418007000
0bb71460-c69d-4769-b4a8-41676c1e356e,gcl,2099-09-30 00:00:01+0000,zuora,fullgcl,A-S00445556,1470418007000
0bb71460-c69d-4769-b4a8-41676c1e356e,gcl,2016-10-31 00:00:01+0000,zuora,wch,A-S00445556,1470418007000
9ba0c8d7-801a-44c4-9abe-8c9ea58028c3,gcl,2099-09-30 00:00:01+0000,zuora,fullgcl,A-S00445791,1470418007000
9ba0c8d7-801a-44c4-9abe-8c9ea58028c3,gcl,2016-10-31 00:00:01+0000,zuora,wch,A-S00445791,1470418007000
85c30339-2509-4295-9866-cd5b31404884,gcl,2099-09-30 00:00:01+0000,zuora,fullgcl,A-S00445845,1470418007000
85c30339-2509-4295-9866-cd5b31404884,gcl,2016-10-31 00:00:01+0000,zuora,wch,A-S00445845,1470418007000
7ba461aa-569c-40bb-ba7f-dd805519bd98,gcl,2099-09-30 00:00:01+0000,zuora,fullgcl,A-S00446156,1470418007000
7ba461aa-569c-40bb-ba7f-dd805519bd98,gcl,2016-10-31 00:00:01+0000,zuora,wch,A-S00446156,1470418007000
02a0180f-9675-4c26-a669-0f30b653fa38,gcl,2099-09-30 00:00:01+0000,zuora,fullgcl,A-S00446901,1470418007000
02a0180f-9675-4c26-a669-0f30b653fa38,gcl,2016-10-31 00:00:01+0000,zuora,wch,A-S00446901,1470418007000
4f5c78df-648a-465f-a01a-83918a791a81,gcl,2099-09-30 00:00:01+0000,zuora,fullgcl,A-S00446948,1470418007000
4f5c78df-648a-465f-a01a-83918a791a81,gcl,2016-10-31 00:00:01+0000,zuora,wch,A-S00446948,1470418007000
14a0900d-ffb7-4835-94ed-f84ce92712dc,gcl,2099-09-30 00:00:01+0000,zuora,fullgcl,A-S00447008,1470418007000
14a0900d-ffb7-4835-94ed-f84ce92712dc,gcl,2016-10-31 00:00:01+0000,zuora,wch,A-S00447008,1470418007000
da5106e0-1e38-4a35-9676-28ac09b67696,gcl,2099-09-30 00:00:01+0000,zuora,fullgcl,A-S00447036,1470418007000
da5106e0-1e38-4a35-9676-28ac09b67696,gcl,2016-10-31 00:00:01+0000,zuora,wch,A-S00447036,1470418007000
1035e374-b270-4e3d-bc14-a3452d15293c,gcl,2099-09-30 00:00:01+0000,zuora,fullgcl,A-S00447058,1470418007000
1035e374-b270-4e3d-bc14-a3452d15293c,gcl,2016-10-31 00:00:01+0000,zuora,wch,A-S00447058,1470418007000
52ac589f-efa9-4b81-aa49-fe0868704ca0,gcl,2099-09-30 00:00:01+0000,zuora,fullgcl,A-S00447107,1470418007000
52ac589f-efa9-4b81-aa49-fe0868704ca0,gcl,2016-10-31 00:00:01+0000,zuora,wch,A-S00447107,1470418007000
cb90733c-e165-4637-8072-b750e3500fea,gcl,2099-09-30 00:00:01+0000,zuora,fullgcl,A-S00447143,1470418007000
cb90733c-e165-4637-8072-b750e3500fea,gcl,2016-10-31 00:00:01+0000,zuora,wch,A-S00447143,1470418007000
5af4183b-0274-41e0-9fc3-b0f27a0dc7f4,gcl,2099-09-30 00:00:01+0000,zuora,fullgcl,A-S00447464,1470418007000
5af4183b-0274-41e0-9fc3-b0f27a0dc7f4,gcl,2016-10-31 00:00:01+0000,zuora,wch,A-S00447464,1470418007000
2e00a523-99f5-4386-841f-370f9e866952,gcl,2099-09-30 00:00:01+0000,zuora,fullgcl,A-S00447660,1470418007000
2e00a523-99f5-4386-841f-370f9e866952,gcl,2016-10-31 00:00:01+0000,zuora,wch,A-S00447660,1470418007000
e736de42-9c83-41e8-807e-9b6d4c8d2b4c,gcl,2099-09-30 00:00:01+0000,zuora,fullgcl,A-S00447967,1470418007000
e736de42-9c83-41e8-807e-9b6d4c8d2b4c,gcl,2016-10-31 00:00:01+0000,zuora,wch,A-S00447967,1470418007000
fb1b298a-07fa-4dd4-ac32-835db57c2420,gcl,2099-09-30 00:00:01+0000,zuora,fullgcl,A-S00448376,1470418007000
fb1b298a-07fa-4dd4-ac32-835db57c2420,gcl,2016-10-31 00:00:01+0000,zuora,wch,A-S00448376,1470418007000
dd19c2d5-e9a8-49c8-b09a-875dc650d650,gcl,2099-09-30 00:00:01+0000,zuora,fullgcl,A-S00448486,1470418007000
