
b14f3b1a-655e-404b-a288-0587bd71cde6,snnow,2099-12-31 0:00:00,zuora,snbasic,A-S00011563,2016-12-19 0:00:00
36d05997-db89-41aa-a1b4-ed57916dbefc,snnow,2099-12-31 0:00:00,zuora,snbasic,A-S00011565,2016-12-19 0:00:00
8542c934-30b8-47a6-9950-20b9cf0d8af9,snnow,2099-12-31 0:00:00,zuora,snbasic,A-S00011562,2016-12-19 0:00:00
9c4a2249-3686-4d65-84fb-6ddaedc930c5,snnow,2099-12-31 0:00:00,zuora,snbasic,A-S00011559,2016-12-19 0:00:00
0267f7ca-a900-4357-afff-a9b7a45977ba,snnow,2099-12-31 0:00:00,zuora,snbasic,A-S00011557,2016-12-19 0:00:00
ed573656-e463-4d12-a59f-362ecaaa7aef,snnow,2099-12-31 0:00:00,zuora,snbasic,A-S00011564,2016-12-19 0:00:00
b243bdcc-ac80-4ea4-8ff6-9ae50ffd3c26,snnow,2099-12-31 0:00:00,zuora,snbasic,A-S00011567,2016-12-19 0:00:00
924daab8-8690-4a17-9a02-5b8d13086ae9,snnow,2099-12-31 0:00:00,zuora,snbasic,A-S00011566,2016-12-19 0:00:00
2b2115bb-6681-4153-ac9b-c6b570ef887f,snnow,2099-12-31 0:00:00,zuora,snbasic,A-S00011561,2016-12-19 0:00:00
e771bc9f-27dd-47dd-a6b1-e8039c3414db,snnow,2099-12-31 0:00:00,zuora,snbasic,A-S00011560,2016-12-19 0:00:00
81f416e5-1a3c-4003-b035-92355b4333a3,snnow,2099-12-31 0:00:00,zuora,snbasic,A-S00011558,2016-12-19 0:00:00
9fdf885c-ea52-4605-8680-6d530ca7dc83,snnow,2016-12-22 0:00:00,promo,snbasic,snnow-free-trial,2016-12-19 0:00:00
81ed85ab-df0c-45ff-9eab-ea41f8ab717c,snnow,2016-12-22 0:00:00,promo,snbasic,snnow-free-trial,2016-12-19 0:00:00
26fbfe40-72a0-4fef-b808-5c90eb130b09,snnow,2016-12-22 0:00:00,promo,snbasic,snnow-free-trial,2016-12-19 0:00:00
46166fe7-37fc-4506-a67b-9d93b9d9069e,snnow,2016-12-22 0:00:00,promo,snbasic,snnow-free-trial,2016-12-19 0:00:00
0340c8ad-73df-478f-a56f-35413d4ec70c,snnow,2016-12-22 0:00:00,promo,snbasic,snnow-free-trial,2016-12-19 0:00:00
f5f4bcd2-e7fa-4ec8-8909-e5f5af515e99,snnow,2016-12-22 0:00:00,zuora,snbasic,myrogers-f5f4bcd2-e7fa-4ec8-8909-e5f5af515e99,2016-12-19 0:00:00
02edc0ca-1fd4-475d-ae18-459a9a014947,snnow,2016-12-22 0:00:00,zuora,snbasic,myrogers-02edc0ca-1fd4-475d-ae18-459a9a014947,2016-12-19 0:00:00
33c1a777-5bfa-40a6-a30a-0819287ecc2c,snnow,2016-12-22 0:00:00,zuora,snbasic,myrogers-33c1a777-5bfa-40a6-a30a-0819287ecc2c,2016-12-19 0:00:00
785dfb9d-de79-4bfa-a8f3-0f4a3d2763f4,snnow,2017-11-22 0:00:00,promo,snbasic,snnow-free-access,2016-12-19 0:00:00
8ce34b89-b80a-4b88-817b-b956b1a42899,snnow,2016-12-22 0:00:00,promo,snbasic,snnow-free-access,2016-12-19 0:00:00
32e6f641-841b-4a91-b4f5-858e96521000,snnow,2017-05-22 0:00:00,promo,snbasic,snnow-free-access,2016-12-19 0:00:00
84552393-07f1-4ead-905b-72ba4c0f2498,snnow,2017-11-22 0:00:00,promo,snbasic,snnow-free-access,2016-12-19 0:00:00
